target_id,ens_gene,ext_gene,external_transcript_name,fc,lrt_qval,Direction
ENSMUST00000040828.5,ENSMUSG00000073421,H2-Ab1,H2-Ab1-001,0.12569725307855303,4.7824200615242713e-11,Down
ENSMUST00000074557.9,ENSMUSG00000060586,H2-Eb1,H2-Eb1-001,0.15916989640495513,5.1520235195016334e-11,Down
ENSMUST00000050487.14,ENSMUSG00000024610,Cd74,Cd74-201,0.16939045729709934,5.262471306315764e-11,Down
ENSMUST00000113093.4,ENSMUSG00000029417,Cxcl9,Cxcl9-001,0.34604916964387783,5.262471306315764e-11,Down
ENSMUST00000040655.12,ENSMUSG00000036594,H2-Aa,H2-Aa-001,0.16474549800591232,1.3657472448082558e-10,Down
ENSMUST00000112866.7,ENSMUSG00000061353,Cxcl12,Cxcl12-001,0.3812768798968177,7.05007222651806e-10,Down
ENSMUST00000034472.15,ENSMUSG00000031990,Jam3,Jam3-201,0.42376611031257344,4.529243424667273e-9,Down
ENSMUST00000010451.7,ENSMUSG00000010307,Tmem86a,Tmem86a-201,0.30659800982470187,4.730061746369085e-9,Down
ENSMUST00000057019.8,ENSMUSG00000044338,Aplnr,Aplnr-001,0.09010558450019658,8.706876886269715e-9,Down
ENSMUST00000047883.10,ENSMUSG00000037031,Tspan15,Tspan15-201,0.5196191645549093,8.706876886269715e-9,Down
ENSMUST00000024660.8,ENSMUSG00000023886,Smoc2,Smoc2-201,0.43194579958867707,1.0503720344355216e-8,Down
ENSMUST00000068411.4,ENSMUSG00000021182,Ccdc88c,Ccdc88c-201,0.46163220819671374,1.327535454544309e-8,Down
ENSMUST00000014917.7,ENSMUSG00000014773,Dll1,Dll1-001,0.2819190211557676,1.327535454544309e-8,Down
ENSMUST00000090070.5,ENSMUSG00000054435,Gimap4,Gimap4-006,0.49094825011110127,2.1923933273627982e-8,Down
ENSMUST00000039413.14,ENSMUSG00000032177,Pde4a,Pde4a-001,0.5433934159946141,2.924366549733051e-8,Down
ENSMUST00000031249.7,ENSMUSG00000029309,Sparcl1,Sparcl1-001,0.5637471304881577,2.9267483137930503e-8,Down
ENSMUST00000038160.5,ENSMUSG00000036446,Lum,Lum-201,0.3691212763340687,4.5074807603135726e-8,Down
ENSMUST00000189474.6,ENSMUSG00000090272,Mndal,Mndal-002,0.35796704928043394,6.75992250678955e-8,Down
ENSMUST00000121175.7,ENSMUSG00000040488,Ltbp4,Ltbp4-002,0.4534274589699735,7.099570835269268e-8,Down
ENSMUST00000037246.5,ENSMUSG00000034108,Ccs,Ccs-201,0.5777007181772158,7.47904760498376e-8,Down
ENSMUST00000130287.1,ENSMUSG00000031147,Magix,Magix-002,0.27781600996235034,7.891606047428461e-8,Down
ENSMUST00000102826.3,ENSMUSG00000045932,Ifit2,Ifit2-001,0.41723511385938433,8.220162488593862e-8,Down
ENSMUST00000010795.4,ENSMUSG00000010651,Acaa1b,Acaa1b-001,0.2489517611706941,8.242376758882588e-8,Down
ENSMUST00000030551.10,ENSMUSG00000028766,Alpl,Alpl-001,0.48604726061066783,8.251997801450116e-8,Down
ENSMUST00000090986.10,ENSMUSG00000015852,Fcrls,Fcrls-001,0.21115001389325297,1.1174492027680654e-7,Down
ENSMUST00000066912.11,ENSMUSG00000054072,Iigp1,Iigp1-202,0.2981706316075183,1.3117157001969654e-7,Down
ENSMUST00000044311.8,ENSMUSG00000032649,Colgalt2,Colgalt2-001,0.3588832569234159,1.3117157001969654e-7,Down
ENSMUST00000092584.5,ENSMUSG00000069662,Marcks,Marcks-001,0.5971823790131988,1.3508446733928883e-7,Down
ENSMUST00000196204.4,ENSMUSG00000079363,Gbp4,Gbp4-003,0.26547757389964954,1.3832563085986446e-7,Down
ENSMUST00000221174.1,NA,NA,NA,0.1822392844111497,1.7764840842917344e-7,Down
ENSMUST00000034187.8,ENSMUSG00000031740,Mmp2,Mmp2-201,0.4463569025750281,1.7908039418042518e-7,Down
ENSMUST00000126787.1,ENSMUSG00000027111,Itga6,Itga6-005,0.5048215350172491,1.9002837557477038e-7,Down
ENSMUST00000128402.2,ENSMUSG00000021294,Kif26a,Kif26a-001,0.5519820505969627,2.0590141352267616e-7,Down
ENSMUST00000095610.8,ENSMUSG00000021057,Akap5,Akap5-001,0.15205347493489457,2.1584180912665853e-7,Down
ENSMUST00000107730.2,ENSMUSG00000028339,Col15a1,Col15a1-008,0.19768582607912227,2.3651571939539015e-7,Down
ENSMUST00000039026.7,ENSMUSG00000037010,Apln,Apln-001,0.16511334245917764,2.398920494313764e-7,Down
ENSMUST00000155076.2,ENSMUSG00000090222,Gm16340,Gm16340-001,0.33652944011704933,2.398920494313764e-7,Down
ENSMUST00000105240.7,ENSMUSG00000039994,Timeless,Timeless-008,0.35806920529711744,2.821023704516111e-7,Down
ENSMUST00000114195.7,ENSMUSG00000053062,Jam2,Jam2-001,0.6049982013132852,3.325118561023599e-7,Down
ENSMUST00000165984.2,ENSMUSG00000049103,Ccr2,Ccr2-201,0.31215058800578993,3.3306685818004383e-7,Down
ENSMUST00000027997.8,ENSMUSG00000026678,Rgs5,Rgs5-001,0.5967749581039377,3.6949243607850424e-7,Down
ENSMUST00000163230.7,ENSMUSG00000022661,Cd200,Cd200-001,0.46245049719416237,3.7680814025222177e-7,Down
ENSMUST00000042121.9,ENSMUSG00000037649,H2-DMa,H2-DMa-001,0.340678755012825,3.8623079786515767e-7,Down
ENSMUST00000037287.7,ENSMUSG00000037664,Cdkn1c,Cdkn1c-201,0.45101680289879026,3.8862590065937265e-7,Down
ENSMUST00000059667.8,ENSMUSG00000046093,Hpcal4,Hpcal4-001,0.3816594524897533,4.666842191526709e-7,Down
ENSMUST00000025931.12,ENSMUSG00000024975,Pdcd4,Pdcd4-201,0.6317863982424688,4.91029418550147e-7,Down
ENSMUST00000050884.14,ENSMUSG00000040681,Hmgn1,Hmgn1-001,0.6319723171381222,7.64651457586035e-7,Down
ENSMUST00000061260.7,ENSMUSG00000046743,Fat4,Fat4-001,0.5726045985436898,9.008715129384541e-7,Down
ENSMUST00000025234.5,ENSMUSG00000024376,Epb41l4a,Epb41l4a-201,0.40493385446296387,9.64246486137599e-7,Down
ENSMUST00000020040.4,ENSMUSG00000019890,Nts,Nts-201,0.09007583162756916,1.0917438082188407e-6,Down
ENSMUST00000006380.4,ENSMUSG00000006218,Fam131c,Fam131c-001,0.10039848740972387,1.0980064607367048e-6,Down
ENSMUST00000028864.2,ENSMUSG00000027386,Fbln7,Fbln7-201,0.22713437630026084,1.1124082053828006e-6,Down
ENSMUST00000047677.8,ENSMUSG00000056531,Ccdc18,Ccdc18-001,0.31623591707198206,1.1339273242666228e-6,Down
ENSMUST00000024763.9,ENSMUSG00000023967,Mrps18a,Mrps18a-001,0.5447476051258502,1.1535803915445128e-6,Down
ENSMUST00000184973.7,ENSMUSG00000095463,Entpd4,Entpd4-001,0.5146236936675938,1.2634175121446608e-6,Down
ENSMUST00000185072.7,ENSMUSG00000022066,Gm21685,Gm21685-001,0.5146236936675938,1.2634175121446608e-6,Down
ENSMUST00000105680.8,ENSMUSG00000039852,Rere,Rere-003,0.7083612655365932,1.3016262242504945e-6,Down
ENSMUST00000043150.5,ENSMUSG00000024981,Acsl5,Acsl5-201,0.4450105621354434,1.362020011388523e-6,Down
ENSMUST00000049184.8,ENSMUSG00000034911,Ushbp1,Ushbp1-201,0.5008128688539186,1.4111038341616159e-6,Down
ENSMUST00000020974.6,ENSMUSG00000020644,Id2,Id2-201,0.3430242739787158,1.4179439434526818e-6,Down
ENSMUST00000080885.11,ENSMUSG00000059824,Dbp,Dbp-001,0.1959224384352603,1.460578899894264e-6,Down
ENSMUST00000081435.4,ENSMUSG00000035929,H2-Q4,H2-Q4-001,0.4029258961950692,1.6580608889669672e-6,Down
ENSMUST00000090973.11,ENSMUSG00000004891,Nes,Nes-001,0.5578946169729004,1.6962935155721276e-6,Down
ENSMUST00000031238.12,ENSMUSG00000029298,Gbp9,Gbp9-001,0.4836806248945978,1.725078089741332e-6,Down
ENSMUST00000032185.8,ENSMUSG00000030096,Slc6a6,Slc6a6-001,0.5442781132716381,1.8714861519140814e-6,Down
ENSMUST00000042665.8,ENSMUSG00000034422,Parp14,Parp14-001,0.6439436951983418,1.8714861519140814e-6,Down
ENSMUST00000095270.2,ENSMUSG00000040441,Slc26a10,Slc26a10-201,0.1910759413510535,1.8714861519140814e-6,Down
ENSMUST00000108920.8,ENSMUSG00000018899,Irf1,Irf1-001,0.5120003818560914,1.9025635402552596e-6,Down
ENSMUST00000028897.7,ENSMUSG00000027408,Cpxm1,Cpxm1-001,0.25988700173478585,1.935327049034221e-6,Down
ENSMUST00000051809.9,ENSMUSG00000046916,Myct1,Myct1-201,0.4577539274661901,1.935327049034221e-6,Down
ENSMUST00000066701.12,ENSMUSG00000064215,Ifi27,Ifi27-002,0.5594838206670228,1.999107454697406e-6,Down
ENSMUST00000113760.9,ENSMUSG00000053835,H2-T24,H2-T24-001,0.5072601722986197,2.0020440714448917e-6,Down
ENSMUST00000023550.8,ENSMUSG00000022844,Pdia5,Pdia5-201,0.46499866487284575,2.1606630564660457e-6,Down
ENSMUST00000089465.5,ENSMUSG00000050014,Apol10b,Apol10b-001,0.37724928468487207,2.25629963593779e-6,Down
ENSMUST00000015511.14,ENSMUSG00000030123,Plxnd1,Plxnd1-001,0.5473845566740418,2.293718387453609e-6,Down
ENSMUST00000114232.3,ENSMUSG00000079547,H2-DMb1,H2-DMb1-001,0.3226014511516048,2.348482277080012e-6,Down
ENSMUST00000046383.11,ENSMUSG00000039304,Tnfsf10,Tnfsf10-001,0.4469489912033661,2.3744956019773726e-6,Down
ENSMUST00000023237.7,ENSMUSG00000022574,Naprt,Naprt-201,0.6369622766858093,2.386122239855809e-6,Down
ENSMUST00000042196.3,ENSMUSG00000042116,Vwa1,Vwa1-001,0.487315223564515,2.4437429668724276e-6,Down
ENSMUST00000102678.4,ENSMUSG00000067212,H2-T23,H2-T23-001,0.4762975390745684,2.4437429668724276e-6,Down
ENSMUST00000000939.14,ENSMUSG00000000915,Hip1r,Hip1r-001,0.533018428920656,2.59978780332007e-6,Down
ENSMUST00000070181.6,ENSMUSG00000038855,Itpkb,Itpkb-001,0.5626352700855948,2.744153083196417e-6,Down
ENSMUST00000102825.3,ENSMUSG00000074896,Ifit3,Ifit3-001,0.4238064298942725,3.0227889708263536e-6,Down
ENSMUST00000021512.10,ENSMUSG00000021094,Dhrs7,Dhrs7-201,0.5795754375570858,3.1906693836448e-6,Down
ENSMUST00000165774.7,ENSMUSG00000028270,Gbp2,Gbp2-001,0.5769330992461477,3.395149468676638e-6,Down
ENSMUST00000029451.11,ENSMUSG00000027858,Tspan2,Tspan2-001,0.5633901766818161,3.5357346108423652e-6,Down
ENSMUST00000021790.6,ENSMUSG00000021361,Tmem14c,Tmem14c-201,0.6651122979338753,3.584017757535387e-6,Down
ENSMUST00000006397.6,ENSMUSG00000006235,Epor,Epor-201,0.40600231392719477,3.992983110115142e-6,Down
ENSMUST00000138003.7,ENSMUSG00000034842,Art3,Art3-017,0.528272164141388,4.323016481489846e-6,Down
ENSMUST00000050952.3,ENSMUSG00000047963,Stbd1,Stbd1-001,0.5286807749613132,4.415920701720267e-6,Down
ENSMUST00000194162.5,ENSMUSG00000104213,Ighd,Ighd-001,0.1318052272743215,4.457393122950214e-6,Down
ENSMUST00000033664.13,ENSMUSG00000031304,Il2rg,Il2rg-001,0.4126398553195343,4.457393122950214e-6,Down
ENSMUST00000060050.5,ENSMUSG00000050105,Grrp1,Grrp1-001,0.28432078339659733,4.561978581936613e-6,Down
ENSMUST00000034534.12,ENSMUSG00000032035,Ets1,Ets1-001,0.5602605967332139,5.063154034195471e-6,Down
ENSMUST00000070478.3,ENSMUSG00000025743,Sdc3,Sdc3-001,0.639141436784885,5.152384544611861e-6,Down
ENSMUST00000040261.5,ENSMUSG00000036278,Macrod1,Macrod1-201,0.6654233702860632,5.365199675063497e-6,Down
ENSMUST00000174576.2,ENSMUSG00000096727,Psmb9,Psmb9-001,0.46078709145213503,5.365199675063497e-6,Down
ENSMUST00000107620.2,ENSMUSG00000028076,Cd1d1,Cd1d1-005,0.6321782336395068,5.365199675063497e-6,Down
ENSMUST00000089332.4,ENSMUSG00000068196,Col8a1,Col8a1-001,0.4698931602758673,5.433520016244746e-6,Down
ENSMUST00000027853.5,ENSMUSG00000026568,Mpc2,Mpc2-001,0.6514620385074181,5.620751860075028e-6,Down
ENSMUST00000079652.6,ENSMUSG00000063060,Sox7,Sox7-201,0.43762525691515014,5.965584549715412e-6,Down
ENSMUST00000089398.8,ENSMUSG00000068227,Il2rb,Il2rb-201,0.14196212775614026,6.83077217531278e-6,Down
ENSMUST00000174259.7,ENSMUSG00000022216,Psme1,Psme1-001,0.6056246773324522,6.9867256666492026e-6,Down
ENSMUST00000052164.3,ENSMUSG00000048337,Npy4r,Npy4r-201,0.06912464088463102,7.506719074631836e-6,Down
ENSMUST00000174699.7,ENSMUSG00000073409,H2-Q6,H2-Q6-001,0.24325376880167293,7.506719074631836e-6,Down
ENSMUST00000018965.3,ENSMUSG00000018821,Avpi1,Avpi1-001,0.5929854891966339,7.584416359089489e-6,Down
ENSMUST00000102604.10,ENSMUSG00000028792,Ak2,Ak2-001,0.7314899073293156,7.681344723667156e-6,Down
ENSMUST00000081510.3,ENSMUSG00000054612,Mgmt,Mgmt-201,0.5965553262963995,7.72827631460326e-6,Down
ENSMUST00000102824.3,ENSMUSG00000034459,Ifit1,Ifit1-001,0.4147610928553379,7.882497141775073e-6,Down
ENSMUST00000066427.10,ENSMUSG00000026222,Sp100,Sp100-007,0.46978702380763016,8.01495945182194e-6,Down
ENSMUST00000034146.4,ENSMUSG00000031710,Ucp1,Ucp1-201,0.44302253097163796,8.935656824260495e-6,Down
ENSMUST00000051720.5,ENSMUSG00000045629,Sh3tc2,Sh3tc2-201,0.5110889575867803,9.798071637714058e-6,Down
ENSMUST00000047421.5,ENSMUSG00000033191,Tie1,Tie1-001,0.4579772676396013,1.0089889696626035e-5,Down
ENSMUST00000197146.4,ENSMUSG00000005583,Mef2c,Mef2c-001,0.39443782145846207,1.0143006342161018e-5,Down
ENSMUST00000090127.6,ENSMUSG00000105504,Gbp5,Gbp5-001,0.3650371590777129,1.0209407739630098e-5,Down
ENSMUST00000085708.2,ENSMUSG00000040033,Stat2,Stat2-201,0.6594935383771602,1.0293223395956308e-5,Down
ENSMUST00000034178.8,ENSMUSG00000031725,Ces1f,Ces1f-001,0.3592502582511813,1.096912275012063e-5,Down
ENSMUST00000057725.9,ENSMUSG00000027639,Samhd1,Samhd1-001,0.6525891614241092,1.1483460483694189e-5,Down
ENSMUST00000015664.4,ENSMUSG00000028111,Ctsk,Ctsk-001,0.4366792105783913,1.1869177458690891e-5,Down
ENSMUST00000076354.12,ENSMUSG00000058254,Tspan7,Tspan7-001,0.6247646432771385,1.276476403942449e-5,Down
ENSMUST00000103299.2,ENSMUSG00000076498,Trbc2,Trbc2-001,0.0929345943506059,1.2771646322483631e-5,Down
ENSMUST00000025019.8,ENSMUSG00000073433,Arhgdig,Arhgdig-001,0.3072604234835436,1.2771646322483631e-5,Down
ENSMUST00000021166.5,ENSMUSG00000020810,Cygb,Cygb-001,0.5944000221247218,1.3092682298645469e-5,Down
ENSMUST00000034369.9,ENSMUSG00000031897,Psmb10,Psmb10-201,0.565696114937117,1.3093592236635584e-5,Down
ENSMUST00000172235.1,ENSMUSG00000070327,Rnf213,Rnf213-202,0.6075109919303224,1.3902277939796673e-5,Down
ENSMUST00000057612.8,ENSMUSG00000035279,Ssc5d,Ssc5d-201,0.5029125082603707,1.5212777916345045e-5,Down
ENSMUST00000098441.9,ENSMUSG00000043719,Col6a6,Col6a6-001,0.30448689397626166,1.6250978235852086e-5,Down
ENSMUST00000000696.6,ENSMUSG00000000682,Cd52,Cd52-001,0.34041349988288633,1.765434642731001e-5,Down
ENSMUST00000149770.7,ENSMUSG00000062115,Rai1,Rai1-002,0.4590081730302649,1.8740415762459762e-5,Down
ENSMUST00000066295.3,ENSMUSG00000049265,Kcnk3,Kcnk3-001,0.6502766304354106,1.8786844642872303e-5,Down
ENSMUST00000200045.4,ENSMUSG00000104713,Gbp6,Gbp6-001,0.4302299997120338,1.8787073392342057e-5,Down
ENSMUST00000026902.8,ENSMUSG00000025795,Rassf3,Rassf3-201,0.6848360697946623,1.983743233025967e-5,Down
ENSMUST00000204671.2,ENSMUSG00000030122,Ptms,Ptms-006,0.7283948099441503,2.0233106869286896e-5,Down
ENSMUST00000055458.4,ENSMUSG00000045664,Cdc42ep2,Cdc42ep2-201,0.5802382034311566,2.076758983302512e-5,Down
ENSMUST00000161807.7,ENSMUSG00000079197,Psme2,Psme2-001,0.6784906717016977,2.105422448011362e-5,Down
ENSMUST00000025419.7,ENSMUSG00000024538,Ppic,Ppic-201,0.6355200169973274,2.1691360615315136e-5,Down
ENSMUST00000067443.9,ENSMUSG00000054404,Slfn5,Slfn5-001,0.6535196386027834,2.2454399447350826e-5,Down
ENSMUST00000001055.14,ENSMUSG00000001029,Icam2,Icam2-001,0.4499233133835109,2.2454399447350826e-5,Down
ENSMUST00000205318.1,ENSMUSG00000038886,Man2a2,Man2a2-005,0.724488498974812,2.252569559682502e-5,Down
ENSMUST00000114840.1,ENSMUSG00000032011,Thy1,Thy1-001,0.4550041510328848,2.2875418386698114e-5,Down
ENSMUST00000127543.7,ENSMUSG00000024339,Tap2,Tap2-002,0.6551247053214192,2.3165127424608672e-5,Down
ENSMUST00000024857.12,ENSMUSG00000024063,Lbh,Lbh-001,0.4695474945852488,2.3207781124167647e-5,Down
ENSMUST00000115538.4,ENSMUSG00000033845,Mrpl15,Mrpl15-006,0.6826858346579133,2.4094186572405976e-5,Down
ENSMUST00000148340.1,ENSMUSG00000056973,Ces1d,Ces1d-003,0.21624958016289672,2.4301457120923084e-5,Down
ENSMUST00000102656.3,ENSMUSG00000052135,Foxo6,Foxo6-001,0.12230960485891468,2.4494155000463415e-5,Down
ENSMUST00000021970.10,ENSMUSG00000021508,Cxcl14,Cxcl14-201,0.4584974342596354,2.4550422015146407e-5,Down
ENSMUST00000024708.4,ENSMUSG00000023915,Tnfrsf21,Tnfrsf21-201,0.6416088009558663,2.476860153559105e-5,Down
ENSMUST00000017900.8,ENSMUSG00000017756,Slc12a7,Slc12a7-201,0.7252350487873097,2.670801582615145e-5,Down
ENSMUST00000113440.1,ENSMUSG00000047810,Ccdc88b,Ccdc88b-201,0.4549014401435536,2.76077425230785e-5,Down
ENSMUST00000004729.4,ENSMUSG00000004610,Etfb,Etfb-001,0.5721167984823167,2.7778290765666113e-5,Down
ENSMUST00000182190.7,ENSMUSG00000033542,Arhgef5,Arhgef5-005,0.27866416933647375,2.8822030426884044e-5,Down
ENSMUST00000051504.7,ENSMUSG00000043631,Ecm2,Ecm2-201,0.635238613645744,2.9089850364608924e-5,Down
ENSMUST00000107714.8,ENSMUSG00000038811,Gngt2,Gngt2-002,0.48962898635620994,2.9089850364608924e-5,Down
ENSMUST00000020970.9,ENSMUSG00000020641,Rsad2,Rsad2-001,0.3713905820333117,2.9089850364608924e-5,Down
ENSMUST00000034343.4,ENSMUSG00000031875,Cmtm3,Cmtm3-201,0.52498825274092,2.9152906412678104e-5,Down
ENSMUST00000003061.13,ENSMUSG00000002980,Bcam,Bcam-001,0.5781854004726134,2.9992125647159486e-5,Down
ENSMUST00000177715.7,ENSMUSG00000076617,Ighm,Ighm-002,0.4373302675831376,3.0465707317112555e-5,Down
ENSMUST00000176673.1,ENSMUSG00000032596,Uba7,Uba7-006,0.38642644057932807,3.0498973069373696e-5,Down
ENSMUST00000056406.6,ENSMUSG00000050592,Fam78a,Fam78a-001,0.30551663480137187,3.0498973069373696e-5,Down
ENSMUST00000026448.9,ENSMUSG00000025384,Faap100,Faap100-001,0.5805553510999646,3.2368328650580755e-5,Down
ENSMUST00000132583.7,ENSMUSG00000031825,Crispld2,Crispld2-001,0.5650558497026422,3.2368328650580755e-5,Down
ENSMUST00000138052.7,ENSMUSG00000028957,Per3,Per3-005,0.43380198696858713,3.33648483353838e-5,Down
ENSMUST00000059037.14,ENSMUSG00000057143,Trim12c,Trim12c-001,0.6305309524558891,3.359073689687384e-5,Down
ENSMUST00000108451.3,ENSMUSG00000040564,Apoc1,Apoc1-202,0.3671971879080121,3.3787488333300426e-5,Down
ENSMUST00000077730.6,ENSMUSG00000026447,Pik3c2b,Pik3c2b-001,0.6014400235257982,3.412978062873148e-5,Down
ENSMUST00000032342.2,ENSMUSG00000030218,Mgp,Mgp-001,0.49217479345838455,3.430644053435286e-5,Down
ENSMUST00000119475.5,ENSMUSG00000054690,Emcn,Emcn-003,0.46855386370094176,3.511526362479307e-5,Down
ENSMUST00000100335.9,ENSMUSG00000020695,Mrc2,Mrc2-001,0.613857989093809,3.512266270689383e-5,Down
ENSMUST00000061491.13,ENSMUSG00000027359,Slc27a2,Slc27a2-001,0.48252665747655504,3.604334694237931e-5,Down
ENSMUST00000105686.2,ENSMUSG00000028982,Slc25a33,Slc25a33-001,0.5347337810831093,3.604334694237931e-5,Down
ENSMUST00000068063.3,ENSMUSG00000078922,Tgtp1,Tgtp1-001,0.2694398145401751,3.7373841092960866e-5,Down
ENSMUST00000076249.5,ENSMUSG00000062488,Ifit3b,Ifit3b-001,0.4437024594077353,3.852780768684949e-5,Down
ENSMUST00000146044.7,ENSMUSG00000041890,Git2,Git2-007,0.09808176387558949,3.868980404131104e-5,Down
ENSMUST00000088827.7,ENSMUSG00000022610,Mapk12,Mapk12-201,0.5031565519179599,3.942433471332616e-5,Down
ENSMUST00000204036.1,ENSMUSG00000039264,Gimap3,Gimap3-001,0.13787273710060372,4.005803600127763e-5,Down
ENSMUST00000109844.10,ENSMUSG00000040856,Dlk1,Dlk1-002,0.14733892508912777,4.1851689199497124e-5,Down
ENSMUST00000183925.7,ENSMUSG00000098411,Dlk1,Dlk1-002,0.14733892508912777,4.1851689199497124e-5,Down
ENSMUST00000024811.7,ENSMUSG00000024014,Pim1,Pim1-001,0.5128159892900007,4.305819997391283e-5,Down
ENSMUST00000115120.7,ENSMUSG00000022791,Tnk2,Tnk2-004,0.34460784229463465,4.352972062986672e-5,Down
ENSMUST00000155648.1,ENSMUSG00000028763,Hspg2,Hspg2-002,0.469539881662205,4.452485791286836e-5,Down
ENSMUST00000105691.7,ENSMUSG00000039953,Clstn1,Clstn1-001,0.7038283177730669,4.5672452372415534e-5,Down
ENSMUST00000044405.7,ENSMUSG00000033446,Lpar6,Lpar6-001,0.6235228734806649,4.5672452372415534e-5,Down
ENSMUST00000067085.6,ENSMUSG00000038624,Nepn,Nepn-001,0.38914919972926976,4.647151386865496e-5,Down
ENSMUST00000106908.8,ENSMUSG00000028525,Pde4b,Pde4b-001,0.4885301853189258,4.67087455173565e-5,Down
ENSMUST00000078223.5,ENSMUSG00000064262,Gimap8,Gimap8-002,0.5769262325082508,4.7192530839326683e-5,Down
ENSMUST00000031670.9,ENSMUSG00000032766,Gng11,Gng11-001,0.5449995853626246,5.0519532083826545e-5,Down
ENSMUST00000035938.2,ENSMUSG00000035042,Ccl5,Ccl5-001,0.15979562641248726,5.096457922659537e-5,Down
ENSMUST00000025196.8,ENSMUSG00000024338,Psmb8,Psmb8-001,0.37542583605805285,5.119561109788129e-5,Down
ENSMUST00000023612.15,ENSMUSG00000022895,Ets2,Ets2-001,0.5204900617316459,5.134123688567704e-5,Down
ENSMUST00000139059.1,ENSMUSG00000020900,Myh10,Myh10-003,0.5026392683133984,5.134123688567704e-5,Down
ENSMUST00000045097.10,ENSMUSG00000040253,Gbp7,Gbp7-001,0.48703228051667774,5.157989182048255e-5,Down
ENSMUST00000006128.6,ENSMUSG00000005973,Rcn1,Rcn1-001,0.42632376770879904,5.231710261085616e-5,Down
ENSMUST00000181810.7,ENSMUSG00000097328,Tnfsf12,Tnfsf12-001,0.6027881503031405,5.620136230466145e-5,Down
ENSMUST00000059468.5,ENSMUSG00000049489,Fam58b,Fam58b-001,0.6352527962051051,6.160215194238067e-5,Down
ENSMUST00000008537.9,ENSMUSG00000008393,Carhsp1,Carhsp1-201,0.7553715510775904,6.174026434011391e-5,Down
ENSMUST00000076922.5,ENSMUSG00000030921,Trim30a,Trim30a-001,0.5878584366763027,6.337018954499135e-5,Down
ENSMUST00000007255.12,ENSMUSG00000007039,Ddah2,Ddah2-001,0.4404981315551749,6.464032528903382e-5,Down
ENSMUST00000098594.3,ENSMUSG00000074218,Cox7a1,Cox7a1-201,0.5972299098059177,6.521266907752784e-5,Down
ENSMUST00000025404.8,ENSMUSG00000024526,Cidea,Cidea-201,0.596468440278103,6.67832311175554e-5,Down
ENSMUST00000151408.7,ENSMUSG00000021708,Rasgrf2,Rasgrf2-001,0.5829965135753699,6.798008728473113e-5,Down
ENSMUST00000053661.6,ENSMUSG00000047867,Gimap6,Gimap6-001,0.6266103490045405,6.87394529195637e-5,Down
ENSMUST00000079400.5,ENSMUSG00000037686,Aspg,Aspg-201,0.5572447694786282,7.129473980194595e-5,Down
ENSMUST00000000175.5,ENSMUSG00000000171,Sdhd,Sdhd-201,0.7250452478428532,7.129473980194595e-5,Down
ENSMUST00000030074.7,ENSMUSG00000028381,Ugcg,Ugcg-001,0.6381497256399253,7.16617066959392e-5,Down
ENSMUST00000020896.16,ENSMUSG00000020577,Tspan13,Tspan13-001,0.584331075257294,7.429341340507432e-5,Down
ENSMUST00000144064.4,ENSMUSG00000029561,Oasl2,Oasl2-007,0.4026952524879204,7.49311611024813e-5,Down
ENSMUST00000163705.2,ENSMUSG00000038522,AI317395,AI317395-001,0.47441504275333496,7.494470051301135e-5,Down
ENSMUST00000020289.9,ENSMUSG00000020092,Pald1,Pald1-201,0.731949758341949,7.593212238216056e-5,Down
ENSMUST00000173788.1,ENSMUSG00000060550,H2-Q7,H2-Q7-003,0.3590470799287069,7.658523498849214e-5,Down
ENSMUST00000030935.9,ENSMUSG00000029059,Fam213b,Fam213b-001,0.5659249343703301,7.760408367912053e-5,Down
ENSMUST00000022828.8,ENSMUSG00000022217,Emc9,Emc9-001,0.6913819526496952,8.007165412436417e-5,Down
ENSMUST00000174854.2,ENSMUSG00000055413,H2-Q5,H2-Q5-002,0.42891584254679926,8.01973836028614e-5,Down
ENSMUST00000101534.4,ENSMUSG00000029838,Ptn,Ptn-001,0.26600384210625755,8.159937307923595e-5,Down
ENSMUST00000109829.1,ENSMUSG00000020473,Aebp1,Aebp1-002,0.38311910057551724,8.238244660520286e-5,Down
ENSMUST00000081946.4,ENSMUSG00000003438,Timm50,Timm50-001,0.7391754040340883,8.285710756284034e-5,Down
ENSMUST00000050140.5,ENSMUSG00000045377,Tmem88,Tmem88-001,0.4796437050448394,8.483884973287973e-5,Down
ENSMUST00000147218.1,ENSMUSG00000026436,Elk4,Elk4-002,0.587007041551415,8.483884973287973e-5,Down
ENSMUST00000085913.10,ENSMUSG00000007097,Atp1a2,Atp1a2-001,0.7143139705520016,8.49469074903064e-5,Down
ENSMUST00000079773.13,ENSMUSG00000003345,Csnk1g2,Csnk1g2-201,0.7036507834873083,8.794183003943148e-5,Down
ENSMUST00000124922.1,ENSMUSG00000068036,Mllt4,Mllt4-004,0.486665069763293,8.813623739746383e-5,Down
ENSMUST00000036854.3,ENSMUSG00000040659,Efhd2,Efhd2-001,0.66862054701034,8.825610457693395e-5,Down
ENSMUST00000146233.7,ENSMUSG00000040483,Xaf1,Xaf1-001,0.41512634869444326,8.908568744505504e-5,Down
ENSMUST00000056946.7,ENSMUSG00000047180,Neurl3,Neurl3-001,0.5019776272396667,8.940112067652241e-5,Down
ENSMUST00000006618.8,ENSMUSG00000028919,Arhgef19,Arhgef19-001,0.346945373537962,9.047458035709328e-5,Down
